,,,,,,,,,,,,,,,,,Cross-Platform Availability,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 52,QuizVerse,QuizVerse is a  fun HuggingFace app to test your programming knowledge with Wikipedia-powered quizzes and flashcards.,QuizVerse,"Target users are students, educators, and programming enthusiasts who benefit from fun, factual, Wikipedia-powered quizzes to test and reinforce their knowledge.",not yet,https://huggingface.co/spaces/vaishnav7/QuizVerse,Available in Gitlab Repository,QuizVerse,"**QuizVerse**: An interactive quiz app to practice programming skills (Python, Java, C, C++, etc.) with topic selection, timers, and instant feedback.

**Use Cases:** student revision, interview prep, classroom quizzes.

**Impact:** boosts tech learning and digital skills accessibly.
",QuizVerse is a  fun HuggingFace app to test your programming knowledge with Wikipedia-powered quizzes and flashcards.,yes,yes,yes,not yet,,,yes,yes,yes,anyone with the link(hugging face),yes,yes,yes,yes,yes,yes,yes,yes,English,English,Working on it,yes,yes,none,no,yes,yes,no,no,no,no,yes,,yes
Team 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 54,TravelSathi,travelsathi is a multi lingual travel guide which solves all your problems related to travelling across india,"Travelers,Tourists",none,https://huggingface.co/spaces/bkhushal/TravelSathi,gitlab,ui/ux enhancement and increasing useful features,https://code.swecha.org/soai2025/soai-hackathon/TravelSathi/-/blob/main/user-expansion-strategy.md,https://code.swecha.org/soai2025/soai-hackathon/TravelSathi,yes,yes,yes,yes,,not yet,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,none,English,"english,telugu,hindi,tamil,malayalam,odia,kannada",no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,
Team 55,WikiRally ,"a quiz-style game where users enter the name of a state (e.g., ""Maharashtra"" or ""California""), and the game returns a series of questions related to that state — from culture, geography, and politics to famous places and facts.","students, explorers, travellers",none ,https://huggingface.co/spaces/shivaprasadreddy05/_WikiRally,githhub,,,https://code.swecha.org/soai2025/soai-hackathon/WikiRally,yes,yes,yes,yes,yes,make it fast running,add more states ,yes ,yes ,yes,no,yes ,yes,No,yes ,yes ,yes ,yes ,no,English,english ,no,yes,yes,no,no,yes,no,no,yes,yes,no,yes,yes,
Team 56,BharathVerse,"BharathVerse is an interactive storytelling app that brings Indian epics, history, and culture alive through audio stories and concise summaries.",People who wants to learn about history of India and are devotional.,none,https://huggingface.co/spaces/YuvaKishoreM/bharathverse,https://code.swecha.org/soai2025/soai-hackathon/Bharathverse/-/tree/main,https://code.swecha.org/soai2025/soai-hackathon/Bharathverse/-/blob/main/roadmap.md,https://code.swecha.org/soai2025/soai-hackathon/Bharathverse/-/blob/main/geographicalexpansion.md,https://code.swecha.org/soai2025/soai-hackathon/Bharathverse,yes ,yes,yes,no,yes,,,yes,yes,yes,,yes,no,,yes,yes,no,yes,,"English, Telugu,Hindi","English,Telugu,Hindi",yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,performs good on all types of devices,
Team 57,Wikinarrator,"WikiNarrator is a web application that transforms static Wikipedia articles into AI-generated short stories, enriched with quotes from Wikiquote, images from Wikimedia Commons, and audio narration**. It aims to make knowledge more engaging, accessible, and memorable.","Audio learners,audio learners,younger or casual users",none,https://huggingface.co/spaces/Rishitha09/WikiNarrator,https://code.swecha.org/soai2025/soai-hackathon/wikinarrator/-/tree/main/issue_template?ref_type=heads,https://code.swecha.org/soai2025/soai-hackathon/wikinarrator/-/blob/main/roadmap.md?ref_type=heads,https://code.swecha.org/soai2025/soai-hackathon/wikinarrator/-/blob/main/documentation/geographicalexpansion.md,https://code.swecha.org/soai2025/soai-hackathon/wikinarrator,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,english,english,no,yes,yes,no,no,no,no,no,no,no,no,Yes,Yes,
Team 58,Beyond Fiction,"It helps users explore the real scientific concepts behind popular science fiction movies — making it educational, engaging, and fun for movie lovers and science enthusiasts alike.","High school studenst, movie fans, sci fi fans etc",4,https://huggingface.co/spaces/MohanKrishna793/BeyondFiction,https://docs.google.com/document/d/1mv8jKDBYWy5tmVzma8v0Luy7JlR6dkwXcL7YqihTeeA/edit?usp=sharing,https://docs.google.com/document/d/15SYbfT54FxnlN91VsH1ZBSUlO7MFasoD4yO7DahnvGU/edit?usp=sharing,https://docs.google.com/document/d/1FQ-HcsYi25iiS3h_roJdi_Q_iYzLT8CLgKXmNwr_Z-k/edit?usp=sharing,https://code.swecha.org/soai2025/soai-hackathon/beyond-fiction-team-58,yes,yes,yes,yes,yes,https://docs.google.com/document/d/1w6Nf-Ij4HIZFm8jcjDLKcK02dIc7mceGelUIctHm7TI/edit?usp=sharing,https://docs.google.com/document/d/1gqkDLfL3TKnmfuL2Idg8PDCNvN1elnqN3s1HjcW5HgU/edit?usp=sharing,yes,yes,yes,,no,no,no,yes,yes,yes,yes,yes,english,english,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,
Team 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 60,WikiEduSelf,"An AI-powered learning platform that enhances Wikipedia exploration with personalized study plans, interactive quizzes, and intelligent bookmarking. Provides comprehensive educational experiences through Wikipedia articles, Wikibooks navigation, and local AI-generated content for self-directed learning"," Students (high school to university level), self-directed learners, researchers, educators, and knowledge enthusiasts seeking structured learning experiences with Wikipedia content",None,https://huggingface.co/spaces/anikethp/Wiki_EduSelf,"The app allows users to search and browse Wikibooks content by topic, making it easy to find educational material. It uses AI to provide quick summaries, simpler explanations, and related topic suggestions based on what the user is reading or asking. Users can type natural language questions or prompts to get helpful responses powered by the AI. The interface is fast, responsive, and designed to work well on both desktop and mobile devices, offering a smooth and user-friendly experience for learning.","The app is designed for students, teachers, and self-learners who want quick and easy access to educational content. It helps users understand complex topics with AI-powered summaries and explanations. Anyone interested in learning from Wikibooks in a simpler way can benefit from it.",None,https://code.swecha.org/soai2025/soai-hackathon/hackathon-group-60,yes,yes,yes,no,Yes,Not yet,Not yet,yes,yes,yes,Supports on all modern browsers,yes,yes,supports on all modern browsers,yes,yes,yes,yes,supports on all modern browsers,english,english,no,yes/maybe,yes,No,No,No dataset collected,No,No,No,Yes,No,Depends,yes,
Team 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 62,EpicAtlas,"EpicAtlas maps legendary places from Indian epics using Wikidata & Wikipedia, with multilingual summaries, maps, and narration. Helps users connect with culture visually and linguistically.","Students, teachers, culture enthusiasts, researchers, travelers, rural learners",none,https://huggingface.co/spaces/subhash23stuchh010805/EpicAtlas,GitHub Repo,https://code.swecha.org/soai2025/soai-hackathon/epicatlas_team_62,,https://huggingface.co/spaces/subhash23stuchh010805/EpicAtlas,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,"English,Telugu,Hindi,Tamil,kannada,Malayalam","English,Telugu,Hindi,Tamil,kannada,Malayalam",yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,
Team 63,civicwiki,"CivicWiki is a citizen-centric web application designed to provide essential information about city governance, rights, services, public facilities, and tourist places","Students, Residents etc",none,https://huggingface.co/spaces/saiteja02/civicwiki,Gitlab Repo,https://code.swecha.org/soai2025/soai-hackathon/HackathonGroup63,,https://huggingface.co/spaces/saiteja02/civicwiki,yes,yes,yes,yes,yes,,,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,chrome ,"English, Telugu,Hindu","English, Telugu, Hindi",yes,yes,yes,no,no,no,not yet,no,no,no,no,yes,yes,
Team 64,WikiVision,WikiVision is an AI-powered web application that combines computer vision and natural language processing to provide information about images,Anyone with access to the web,none,WikiVision,Gitlab repo,Files · main · Summer of AI - 2025 / soai-hackathon / Team 64 · GitLab,none,WikiVision – Multilingual AI Explorer - a Hugging Face Space by chandu0505,yes,yes,yes,yes,yes,Not yet,Not yet,yes,yes,yes,anything with access to hugging face,yes,yes,yes,yes,yes,yes,yes,brave,English,English,not yet,yes,yes,no,no,no,no,no,no,yes,no,No,works but laggy,
Team 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team 91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
